name,safe_name,price,link,image,file,original_file,processed_file,processed_size,label
Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G,Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G,29.90,https://www.migros.com.tr/biscolata-starz-bitter-cikolata-kakaolu-biskuvi-82-g-p-6afd75,https://images.migrosone.com/sanalmarket/product/07011701/7011701-36661c.jpg,choco_Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G.jpg,choco_Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G.jpg,dataset_split\train_aug\choco_Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G_aug2.jpg,330x330,chocolate
Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G,Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G,29.90,https://www.migros.com.tr/biscolata-starz-bitter-cikolata-kakaolu-biskuvi-82-g-p-6afd75,https://images.migrosone.com/sanalmarket/product/07011701/7011701-36661c.jpg,choco_Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G.jpg,choco_Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G.jpg,dataset_split\train_aug\choco_Biscolata Starz Bitter Çikolata Kakaolu Bisküvi 82 G_aug3.jpg,330x330,chocolate
Boombastic Marshmallow Çikolatalı Kek Bar 40 G,Boombastic Marshmallow Çikolatalı Kek Bar 40 G,25.90,https://www.migros.com.tr/boombastic-marshmallow-cikolatali-kek-bar-40-g-p-6b5975,https://images.migrosone.com/sanalmarket/product/07035253/07035253-16b49a.jpg,choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G.jpg,choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G.jpg,dataset_split\train_aug\choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G_orig.jpg,330x330,chocolate
Boombastic Marshmallow Çikolatalı Kek Bar 40 G,Boombastic Marshmallow Çikolatalı Kek Bar 40 G,25.90,https://www.migros.com.tr/boombastic-marshmallow-cikolatali-kek-bar-40-g-p-6b5975,https://images.migrosone.com/sanalmarket/product/07035253/07035253-16b49a.jpg,choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G.jpg,choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G.jpg,dataset_split\train_aug\choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G_aug1.jpg,330x330,chocolate
Boombastic Marshmallow Çikolatalı Kek Bar 40 G,Boombastic Marshmallow Çikolatalı Kek Bar 40 G,25.90,https://www.migros.com.tr/boombastic-marshmallow-cikolatali-kek-bar-40-g-p-6b5975,https://images.migrosone.com/sanalmarket/product/07035253/07035253-16b49a.jpg,choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G.jpg,choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G.jpg,dataset_split\train_aug\choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G_aug2.jpg,330x330,chocolate
Boombastic Marshmallow Çikolatalı Kek Bar 40 G,Boombastic Marshmallow Çikolatalı Kek Bar 40 G,25.90,https://www.migros.com.tr/boombastic-marshmallow-cikolatali-kek-bar-40-g-p-6b5975,https://images.migrosone.com/sanalmarket/product/07035253/07035253-16b49a.jpg,choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G.jpg,choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G.jpg,dataset_split\train_aug\choco_Boombastic Marshmallow Çikolatalı Kek Bar 40 G_aug3.jpg,330x330,chocolate
Eti Browni Gold Vişneli Çikolatalı Kek 45 G,Eti Browni Gold Vişneli Çikolatalı Kek 45 G,14.95,https://www.migros.com.tr/eti-browni-gold-visneli-cikolatali-kek-45-g-p-4de181,https://images.migrosone.com/sanalmarket/product/05104001/5104001-9c71b6.jpg,snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G.jpg,snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G.jpg,dataset_split\train_aug\snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G_orig.jpg,330x330,chocolate
Eti Browni Gold Vişneli Çikolatalı Kek 45 G,Eti Browni Gold Vişneli Çikolatalı Kek 45 G,14.95,https://www.migros.com.tr/eti-browni-gold-visneli-cikolatali-kek-45-g-p-4de181,https://images.migrosone.com/sanalmarket/product/05104001/5104001-9c71b6.jpg,snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G.jpg,snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G.jpg,dataset_split\train_aug\snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G_aug1.jpg,330x330,chocolate
Eti Browni Gold Vişneli Çikolatalı Kek 45 G,Eti Browni Gold Vişneli Çikolatalı Kek 45 G,14.95,https://www.migros.com.tr/eti-browni-gold-visneli-cikolatali-kek-45-g-p-4de181,https://images.migrosone.com/sanalmarket/product/05104001/5104001-9c71b6.jpg,snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G.jpg,snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G.jpg,dataset_split\train_aug\snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G_aug2.jpg,330x330,chocolate
Eti Browni Gold Vişneli Çikolatalı Kek 45 G,Eti Browni Gold Vişneli Çikolatalı Kek 45 G,14.95,https://www.migros.com.tr/eti-browni-gold-visneli-cikolatali-kek-45-g-p-4de181,https://images.migrosone.com/sanalmarket/product/05104001/5104001-9c71b6.jpg,snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G.jpg,snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G.jpg,dataset_split\train_aug\snack_Eti Browni Gold Vişneli Çikolatalı Kek 45 G_aug3.jpg,330x330,chocolate
Ozmo Fun Figürlü Çikolata 23 G,Ozmo Fun Figürlü Çikolata 23 G,25.00,https://www.migros.com.tr/ozmo-fun-figurlu-cikolata-23-g-p-6b609a,https://images.migrosone.com/sanalmarket/product/07037082/7037082_1-fa3d07.jpeg,choco_Ozmo Fun Figürlü Çikolata 23 G.jpg,choco_Ozmo Fun Figürlü Çikolata 23 G.jpg,dataset_split\train_aug\choco_Ozmo Fun Figürlü Çikolata 23 G_orig.jpg,330x330,chocolate
Ozmo Fun Figürlü Çikolata 23 G,Ozmo Fun Figürlü Çikolata 23 G,25.00,https://www.migros.com.tr/ozmo-fun-figurlu-cikolata-23-g-p-6b609a,https://images.migrosone.com/sanalmarket/product/07037082/7037082_1-fa3d07.jpeg,choco_Ozmo Fun Figürlü Çikolata 23 G.jpg,choco_Ozmo Fun Figürlü Çikolata 23 G.jpg,dataset_split\train_aug\choco_Ozmo Fun Figürlü Çikolata 23 G_aug1.jpg,330x330,chocolate
Ozmo Fun Figürlü Çikolata 23 G,Ozmo Fun Figürlü Çikolata 23 G,25.00,https://www.migros.com.tr/ozmo-fun-figurlu-cikolata-23-g-p-6b609a,https://images.migrosone.com/sanalmarket/product/07037082/7037082_1-fa3d07.jpeg,choco_Ozmo Fun Figürlü Çikolata 23 G.jpg,choco_Ozmo Fun Figürlü Çikolata 23 G.jpg,dataset_split\train_aug\choco_Ozmo Fun Figürlü Çikolata 23 G_aug2.jpg,330x330,chocolate
Ozmo Fun Figürlü Çikolata 23 G,Ozmo Fun Figürlü Çikolata 23 G,25.00,https://www.migros.com.tr/ozmo-fun-figurlu-cikolata-23-g-p-6b609a,https://images.migrosone.com/sanalmarket/product/07037082/7037082_1-fa3d07.jpeg,choco_Ozmo Fun Figürlü Çikolata 23 G.jpg,choco_Ozmo Fun Figürlü Çikolata 23 G.jpg,dataset_split\train_aug\choco_Ozmo Fun Figürlü Çikolata 23 G_aug3.jpg,330x330,chocolate
Biscolata Stix Sütlü 40 G,Biscolata Stix Sütlü 40 G,30.00,https://www.migros.com.tr/biscolata-stix-sutlu-40-g-p-6afb60,https://images.migrosone.com/sanalmarket/product/07011168/7011168-1c510f.jpg,snack_Biscolata Stix Sütlü 40 G.jpg,snack_Biscolata Stix Sütlü 40 G.jpg,dataset_split\train_aug\snack_Biscolata Stix Sütlü 40 G_orig.jpg,330x330,biscuit
Biscolata Stix Sütlü 40 G,Biscolata Stix Sütlü 40 G,30.00,https://www.migros.com.tr/biscolata-stix-sutlu-40-g-p-6afb60,https://images.migrosone.com/sanalmarket/product/07011168/7011168-1c510f.jpg,snack_Biscolata Stix Sütlü 40 G.jpg,snack_Biscolata Stix Sütlü 40 G.jpg,dataset_split\train_aug\snack_Biscolata Stix Sütlü 40 G_aug1.jpg,330x330,biscuit
Biscolata Stix Sütlü 40 G,Biscolata Stix Sütlü 40 G,30.00,https://www.migros.com.tr/biscolata-stix-sutlu-40-g-p-6afb60,https://images.migrosone.com/sanalmarket/product/07011168/7011168-1c510f.jpg,snack_Biscolata Stix Sütlü 40 G.jpg,snack_Biscolata Stix Sütlü 40 G.jpg,dataset_split\train_aug\snack_Biscolata Stix Sütlü 40 G_aug2.jpg,330x330,biscuit
Biscolata Stix Sütlü 40 G,Biscolata Stix Sütlü 40 G,30.00,https://www.migros.com.tr/biscolata-stix-sutlu-40-g-p-6afb60,https://images.migrosone.com/sanalmarket/product/07011168/7011168-1c510f.jpg,snack_Biscolata Stix Sütlü 40 G.jpg,snack_Biscolata Stix Sütlü 40 G.jpg,dataset_split\train_aug\snack_Biscolata Stix Sütlü 40 G_aug3.jpg,330x330,biscuit
Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G,Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G,84.95,https://www.migros.com.tr/kahve-dunyasi-tambol-findikli-sutlu-cikolata-77-g-p-6b9426,https://images.migrosone.com/sanalmarket/product/07050278/7050278_1-b27f20.jpg,snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G.jpg,snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G.jpg,dataset_split\train_aug\snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G_orig.jpg,330x330,chocolate
Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G,Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G,84.95,https://www.migros.com.tr/kahve-dunyasi-tambol-findikli-sutlu-cikolata-77-g-p-6b9426,https://images.migrosone.com/sanalmarket/product/07050278/7050278_1-b27f20.jpg,snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G.jpg,snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G.jpg,dataset_split\train_aug\snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G_aug1.jpg,330x330,chocolate
Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G,Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G,84.95,https://www.migros.com.tr/kahve-dunyasi-tambol-findikli-sutlu-cikolata-77-g-p-6b9426,https://images.migrosone.com/sanalmarket/product/07050278/7050278_1-b27f20.jpg,snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G.jpg,snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G.jpg,dataset_split\train_aug\snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G_aug2.jpg,330x330,chocolate
Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G,Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G,84.95,https://www.migros.com.tr/kahve-dunyasi-tambol-findikli-sutlu-cikolata-77-g-p-6b9426,https://images.migrosone.com/sanalmarket/product/07050278/7050278_1-b27f20.jpg,snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G.jpg,snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G.jpg,dataset_split\train_aug\snack_Kahve Dünyası Tambol Fındıklı Sütlü Çikolata 77 G_aug3.jpg,330x330,chocolate
Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G,Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G,187.50,https://www.migros.com.tr/tadelle-findik-dolgulu-sutlu-cikolata-3-x-52-g-p-6b4ae0,https://images.migrosone.com/sanalmarket/product/07031520/07031520_1-fa5b2b.jpg,snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G.jpg,snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G.jpg,dataset_split\train_aug\snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G_orig.jpg,330x330,chocolate
Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G,Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G,187.50,https://www.migros.com.tr/tadelle-findik-dolgulu-sutlu-cikolata-3-x-52-g-p-6b4ae0,https://images.migrosone.com/sanalmarket/product/07031520/07031520_1-fa5b2b.jpg,snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G.jpg,snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G.jpg,dataset_split\train_aug\snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G_aug1.jpg,330x330,chocolate
Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G,Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G,187.50,https://www.migros.com.tr/tadelle-findik-dolgulu-sutlu-cikolata-3-x-52-g-p-6b4ae0,https://images.migrosone.com/sanalmarket/product/07031520/07031520_1-fa5b2b.jpg,snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G.jpg,snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G.jpg,dataset_split\train_aug\snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G_aug2.jpg,330x330,chocolate
Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G,Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G,187.50,https://www.migros.com.tr/tadelle-findik-dolgulu-sutlu-cikolata-3-x-52-g-p-6b4ae0,https://images.migrosone.com/sanalmarket/product/07031520/07031520_1-fa5b2b.jpg,snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G.jpg,snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G.jpg,dataset_split\train_aug\snack_Tadelle Fındık Dolgulu Sütlü Çikolata 3 x 52 G_aug3.jpg,330x330,chocolate
Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G,Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G,21.50,https://www.migros.com.tr/torku-gala-gold-cikolata-kaplamali-cikolata-soslu-kek-45-g-p-6b4ae1,https://images.migrosone.com/sanalmarket/product/07031521/07031521_1-7aaa79.jpg,choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G.jpg,choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G.jpg,dataset_split\train_aug\choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G_orig.jpg,330x330,chocolate
Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G,Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G,21.50,https://www.migros.com.tr/torku-gala-gold-cikolata-kaplamali-cikolata-soslu-kek-45-g-p-6b4ae1,https://images.migrosone.com/sanalmarket/product/07031521/07031521_1-7aaa79.jpg,choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G.jpg,choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G.jpg,dataset_split\train_aug\choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G_aug1.jpg,330x330,chocolate
Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G,Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G,21.50,https://www.migros.com.tr/torku-gala-gold-cikolata-kaplamali-cikolata-soslu-kek-45-g-p-6b4ae1,https://images.migrosone.com/sanalmarket/product/07031521/07031521_1-7aaa79.jpg,choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G.jpg,choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G.jpg,dataset_split\train_aug\choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G_aug2.jpg,330x330,chocolate
Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G,Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G,21.50,https://www.migros.com.tr/torku-gala-gold-cikolata-kaplamali-cikolata-soslu-kek-45-g-p-6b4ae1,https://images.migrosone.com/sanalmarket/product/07031521/07031521_1-7aaa79.jpg,choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G.jpg,choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G.jpg,dataset_split\train_aug\choco_Torku Gala Gold Çikolata Kaplamalı Çikolata Soslu Kek 45 G_aug3.jpg,330x330,chocolate
Eti Browni Intense Mini Çikolatalı Kek 160 G,Eti Browni Intense Mini Çikolatalı Kek 160 G,84.95,https://www.migros.com.tr/eti-browni-intense-mini-cikolatali-kek-160-g-p-4dcb15,https://images.migrosone.com/sanalmarket/product/05098261/05098261_1-f25afe.jpg,snack_Eti Browni Intense Mini Çikolatalı Kek 160 G.jpg,snack_Eti Browni Intense Mini Çikolatalı Kek 160 G.jpg,dataset_split\train_aug\snack_Eti Browni Intense Mini Çikolatalı Kek 160 G_orig.jpg,330x330,chocolate
Eti Browni Intense Mini Çikolatalı Kek 160 G,Eti Browni Intense Mini Çikolatalı Kek 160 G,84.95,https://www.migros.com.tr/eti-browni-intense-mini-cikolatali-kek-160-g-p-4dcb15,https://images.migrosone.com/sanalmarket/product/05098261/05098261_1-f25afe.jpg,snack_Eti Browni Intense Mini Çikolatalı Kek 160 G.jpg,snack_Eti Browni Intense Mini Çikolatalı Kek 160 G.jpg,dataset_split\train_aug\snack_Eti Browni Intense Mini Çikolatalı Kek 160 G_aug1.jpg,330x330,chocolate
